Label,Tweet
1,حلحل احس اني ابغى اتكلم مع طبيب نفسي بس اهلي رافضين وش الحل 
1,"اله يرفع عنك 
تراجع طبيب نفسي 
الاكتئاب صعب جدا"
1,"🚩من الخاص
من هو افضل طبيب نفسي مختص بعلاج الفصام والذهان"
1,اذهبي طبيب نفسي بدات بثلاث ادويه وشفيت والان ولا واحد استخدم
1,ف كان الحل طبيب نفسي
1,احس نحتاج نراجع طبيب او أخصائي نفسي عن مشكلتنا و نشوف حل
1,من هو افضل طبيب نفسي مختص بعلاج الفصام والذهان
1,"من الخاص 📩🌹 
من هو افضل طبيب نفسي مختص بعلاج الفصام والذهان"
1,"من قوة ما احب الهدوء مصمّت كل الاشعارات والرسائل والمكالمات حتى جوالي على الصامت ٢٤ ساعه 

هالحالة تستدعي تدخل"
1,احتاج طبيب نفسي ما يقلي حلك في الصلاة ويبغاني اقول لنفسي انت رائع في المرايا
1,اعاني من حزن والحزن انواع العلاج ليس سهلا ربما يكون الحزن ناتجا عن مرض نفسي ف احتاج لمراجعة طبيب او معالج نفساني
1,هاي بيل انا الي قلتلك عندي رهاب بقولك التطورات اليوم كانت اول جلسه لي مع الدكتور
1,"السلام عليكم انا انحذفت من شخص ماتوقعتا منه 
المهم حالتي صعبه لي شهر لا اكل زي الناس وقاعد لحالي ولا احس فيه شيء"
1, احتاج طبيب نفسي هو علاجي
1,قبل اسبوعين رحت المستشفى كان عندي موعد ولما كنت بالانتظار يدي كانت ترتجف وانا متعوده عليها لما اكون متوتره ترتجف
1,من هو افضل طبيب نفسي يعالج الفصام والذهان في ميدي كير
1,علامات تعني أني بحاجة لاستشارة طبيب نفسي الشعور الدائم بالحزن والبؤس وفقدان الأمل أغلب الوقت الأفكار العنيفة
1,حتى انا بعد ابي اروح بعد حق طبيب نفسي لان انا تبعيتي نفسانه 😂ابي اروح
1,وربي اني متضايقه احيانا اقلب عالي يقربون لي من نفسيتي واندم بعدين تعبت مدري ليش اتضايق فجاه ضيقه والله
1,يلا روحي وخديني معاكِ دنا محتاقه ازور طبيب نفسي
1,شعور الضيع رجع لي واحس كلا اتنهد ولا عارفه الاسباب الي تخليني كذا احيانا ودي اروح طبيب نفسي
1,انا بعد نفسك توني قبل سنتين اكتشفت انه عندي رهاب اجتماعي وبعد جم شهر بروح عند طبيب نفسي لاني حاولت كل الطرق
1,ابي طبيب نفسي والله
1,طبيب نفسي ضروري
1,عندك فوبيا التجمعات علاجه طبيب نفسي وترا بسيطه بس لا تهملينها وتصيرين بعدين تبكين ويمكن يغمى عليك اذا انتي في عزيمه او زواج
1,ابي طبيب نفسي ابي احكي له مشاكلي الي يعتبرونها الناس تافه
1,"عندي اكتئاب حاد ونوايا إنتحارية وش تنصحيني — ارجوك زور طبيب نفسي
تقدر تجي خاص ارشدك تاخذ الخطوة لو ضايع او شي"
1,اول مره احس اني محتاجه طبيب نفسي فعلا او حد يعالجني او احس اني مريضه نفسياً بالشكل ده
1,والله بحاجة طبيب نفسي
1,"يا جماعة في معانا على تويتر طبيب نفسي 
اتوقع إني بحاجه الى مستشفى الرشيد"
1,"لما رحت طبيب نفسي داخل الجامعة وقتها قال تبي تاخذ حقك في الدنيا ولا في الآخرة
فقلت في الآخرة"
1,مطلوب طبيب نفسى على وجه السرعة
1,"السلام عليكم 
بسأل عن افضل طبيب نفسي و مستشار تربوي لاطفال الذين تعرضوا لتحرش و شكرا"
1,احتاج طبيب نفسي بعد هالكورس🤡💔
1,لازم طبيب نفسي عقب الحظر😅
1,طبيب نفسي
1,اكتشفت بعد 23 سنه اني مليش بيست فريند انا ديما بديل عن غياب حد طرف تالت ف اي علاقه شخص مسلي ساعه اكتئاب طبيب نفسي 
1,صراحة احنا الي يبيلنا طبيب نفسي 😫🆖
1,يوم كتبت هاذي التغريدة حسيت انو احتاج طبيب نفسي
1,اشك اني مريضة ودوني طبيب نفسي
1,واصله لمرحله اني ماعرف اتكلم هل هو طبيعي ولا اراجع طبيب نفسي 🤔
1,احتاج طبيب نفسي مب حالة كل خمس دقايق منهارة وحالتي حاله تعبت يابنات تعبت
1,حينها بدات بالشك بي لماذا واقتنعت اني مريضة نفسيًا و قام بدفع رسوم طبيب نفسي من اجلي رغم انو زرع فكرة المرض النفسي
1,طبعا ف البدايه تعجبت منه وبعد مرور ٦ اشهر مرضت وقرت ازور طبيب نفسي وشرحت له القصه كامله واخيرا اعطاني علاج
1,احس ودي اروح عند طبيب نفسي فيني كميه شتات وزعل مو طبيعيه
1,وعندما تتجاوز كل هذا وتفضل أن تطلب المساعدة لمره الأولى في حياتك فإن أولى خياراتك هي مراجعة طبيب نفسي 
1,ودوني طبيب نفسي 😭💔
1,يبيلي طبيب نفسي حالاً💔
1,اكيد كلنا محتاجين طبيب نفسي بس بنسب مختلفة ولأسباب مختلفةانا رحت لأن حسّيت بكأبة شديدة بسبب كورونا اكثر
1,"بعد الحظر ابي تعطوني اسم اقوى طبيب نفسي

حاشتني حاله نفساويه من الحظر احتاج علاج وتأهيل عشان ارد اطلع لمجتمع😂"
1,الفتره دي صاير يجيني شعور اني بموت كثير و في كل مره انهار بكي و بديت اختف الصراحه — راجعي طبيب نفسي ضروري يمكن هلع
1,احتاج طبيب نفسي وبدون شك 😂
1,تخيلوا متخرج ومنب فرحان احس الوضع طبيعي لازم اشوف لي طبيب نفسي
1,يجب ان يكون هناك طبيب نفسي لكل مواطن بعد ازمة كرونا
1,من المتوسط ودائما أحس فيه مشكلة دائما الي حولي لما أنفتح زي زهره يدعسوا علي يحسوني أني أكون أنا شيء غلط
1,كيف أتخلص من عقدة الانتقاد صاير كل ما اتابع شيء مو قادر استمتع فيه بسب افكار المستحنكين الي زرعوها في راسي مو قادرة
1,اعاني من اضطراب نفسي شديد
1,اضطراب نفسي
1,اللحظة دي اثرت فيا جدا اللحظة الي بنعرف فيها ان عندنا إضطراب نفسي ونفهم ان لينا الحق في مشاعرنا ودا مش عيب 
1,الدكتور قاللي ان عندي اضطراب نفسي
1,الانفصام اضطراب نفسي عصابي والفصام مرض عقلي ذهاني
1, اعاني من فقدان الشهية العصبي هو اضطراب نفسي عصبي وفرع من اضطرابات الطعام 
1,خلي بالك من زيزي تسليط الضوء عل اضطراب نفسي موجود حوالينا كتير و لا نجيد التعامل معه وايضا مناقشة
1,ليس قلق وحده بل الخوف أيضاً اعيش بفقاعة اضطراب المشاعر نفسي وذاتي وكياني يشغل بالي يأخذ حيز كبير 
1,الاكتئاب اضطراب نفسي والجينات لها دور في الاصابه في حال تعرض الشخص الى مسببات الاكتئاب مثل الصدمات والضغوط النفسيه
1,أنا عندي اضطراب نفسي وعندي حيوان أليف بابا مستأمني عليه ماله أي علاقة كون الشخص مضطرب يعني بيكون عدائي
1,"٢٧ابريل٢٠٢١
١٥رمضان١٤٢

الهم الهم امنحني القوة لأقاوم نفسي والشجاعة لأواجه ضعفي واليقين لأتقبل قدري وا"
1,ياخي عندي اضطراب نفسي
1,لأسف بالمتوسط عانيت من اضطراب الأكل لدرجه اني ابكي و انا اكل لأني تعبانه جدا ومره صعب علي اكل غير الغثيان والدوخه
1,انا متعمقه بمشاكل السمنه كوني اعاني من الوزن الزائد ومنذ انجاب طفلي الاول وانا في صراع مع الاكتئاب واضطراب الاكل
1,اضطراب نفسي شي سلوكي مزاجي خوف شديد قلق توتر كل شي جاني كنت ماحس بالأمن والأمان الداخلي وهستريا
1,اضطراب ثنائي القطب ثنائي القطب ليس من السهل التظاهر باني بخير لذلك اسال اله ان يعيني ويعين كل مصاب نفسي
1,لعل و عسى دة ي فكرة ان عادي اروح لطبيب نفسي لو انا شاك ان عندي اضطراب نفسي و دة مش معناها اني مجنون
1,هو الدور مطلوب انه يتادى بالطريقة دة لأنه واحد قضى عشرين سنة بالسجن و مغدور بيه و عنده اضطراب نفسى فه
1,قنبلة كآبة واقعية
1,مش ناقصه كأبه
1,ترا السواد الي تحت عيني ماهو مرض هذا قلة راحةوملامحي الباهته ماهو كره لناس هذي فرط حزنوعصبيتي ماهو غباء هذا ضغط
1,ها أنا أخيراً أغمض عيني لأصحو على أطلال الذكريات المسكونة بالألم الغارقة بالوجع والدموع والانهيار وحنانك المدمر 
1,كأبة الايام معاها تلاشت
1,شوية كأبه و حتروح لحلها
1,جتني كابه منه 🤣
1,"بعيداً عن السلبية بس فعلاً ماحب العيد 
ومن الحين شايلة هم القرف الي فية 
و المجاملات الكذابة وماحس فية اي فرحة 
ف"
1,كآبه
1,كآبة يوم السبت
1,ياكرهي سبتلي كآبه نهايته
1,او لا وتشوف واقعيتها بنسبه اد اى وتاثيرها كمان عليك اى اذا كانت مثلا حطتك ف مود حلو او مود كله كابه وحزن
1,الجو العام فيه كآبة غريبة يا رب ارحمنا برحمتك🤲
1,مو ناقصين كآبة خلنا نعيش هالجم يوم الي بقوا لنا براحة 🙂💔
1,كآبه تنهمر على قلبي كما ينهمر ذلك الدمع على وجنتاي
1,متلازمة المثالية والتدقيق كآبة
1,كآبه وملل متى يخلص هالشهر بسرعه
1,اقسم بالله كآبة عجيبة
1,كآبه يارجال
1,كآبة غير مبررة للكل وحتى لنفسي
1,تأثير كآبة المنظر 😂
1,خايفه اذا كبرت ماعيش حياتي زي مابي وتزيد كآبه اكثر من دحين
1,أعوذ باله من الحزن و إنقباض القلب و كآبة الوقت
1,على حسب نفسيتي بس ما احب اغرّد كآبه كثير الناس فيها الي مكفيها
1,عامل دماغ كآبة يعني 😅
1,كآبة مود 😐
1,كآبة
1,كآبه منظر
1,"يا جماعة الي راش نكد و كآبة في الجو يبطل مفيش هزار ف الحاجات دي
أو تقريباً أنا لوحدى الى مطفية ❤️🌹"
1,٥ دقايق لو ماقدرت أرقعها بدخل دوامة كأبه نفسيتي صارت هشه
1,التل يجيب الحزن و كآبة بروح انام احسن لي
1,كآبة إختبارات السبت مالها حل مهما كان الإختبار سهل
1,اختبار يضيق الصدر وكئيب زود على كآبة السبت😅💔
1,هالفتره ماتنبلع بجميع الأشكال تكفون كآبه
1,تذكرت كآبة ظهر العيد وضاق صدري يوه
1,كابه
1,ابيع كآبه
1,والله انها كآبه
1,ابصراحة ابصراحة حزنت مرا ودخلت في حالة كآبة 😔
1,كآبة 🌚
1,باك تويتر باك كآبة
1,كآبة جدًا
1,اكره أقعد هالوقت وربي كأبه
1,الصيف فصل كآبه بإمتياز ظالمين الخريف ي جماعه
1,هالوقت صاير بالنسبه لي كئيب فجأه تجيني كأبه ولا اطيق اي شي
1,اتفق وبقوه ومن تجربه كأبه بشكل مو طبيعي
1,ياه يا كآبة المنظر سبحانه مغير الاحوال
1,جتني كآبه تذكرت الاختبار الساعه ٢ الظهر يبدأ 🙂☠️
1,كل شيء لقيو له علاج الا كآبة يوم السبت
1,منجد كآبه لو قعدت لحالي وشغلت فيلم
1,كآبة على وجوه الكلاب أيضًا الأيام هنا تمضي وحسب
1,في مود كآبه مسيطر عليا ومش عايزه استستلم
1,انا تخرجت حمدله لكن فيني كآبة وقلق العالمين دعواتكم لي بالراحه نفسيه والطمأنينه 💔 كنت احسبها من الدراسه 
1,ياله كيف ادخل تويتر وتجيني كأبه وضيقه ليش السلبيه ذي ويع تجيبون الهموم زياده
1,يارب افرح اليوم بعد كآبة اسبوع 😭💔
1,ترى الهالات اليّ تحت عيوني مش مرض هذا قلة راحة وملامحي الباهته مش كره لناس هذي فرط حزن وعصبيتي مش غباء هذا ضغط 
1,كأبة منقطعة النظير 💔
1,ليه اضطريت اسيب كل حاجة بحبها مرة واحدة كدة امشى واخسر كل ده بحجة كفاية عناء وشقاء بس طلع الشقاء ده مكمل وزاد عليه كآبة أكتر
1,وبعد العيد قرب مره وانا لا اخر عيد استانس فيه اكتئبت وربي وذا العيد شكله زيه اقول احسن اقعد بالبيت المخيس ذا واكتئب
1,اشوا في ناس كابة العفش اكثر مني الحين ارتحت
1,احياناً تكون سوداوي نتيجة كآبة الفكر لا الحياه
1,كآبة وقتي🌹
1,"حزن💔قهر💔وحده💔كآبه💔
اهم شي الستريم شباب💪🏻"
1,هناك نوع من الجهاد لا يعرفه الكثير من الناس وهو جهاد السعادة و هو محاولاتك أن تبقى سعيداً بالرغم من كآبة البيئة المحيطة بك
1,كآبه انو بلش الصيف 😥 وميلادي الشهر الي بعدو 🙃 لقدهرمنا
1,والله كان كأبة وطفش
1,كآبه تعرفون شي يبعدها 🏃🏻‍♀️
1,فوق كآبة مزاجي قاعده اسمع اغنيه واطيه
1,كريتڤتي كآبة
1,احيانا تجيك طاقة كآبه من ولا شي يا شينها
1,هيقول ارجعلو عشان سبتو مش ناقصه كآبه
1,كآبة باجر دوام😔
1,شكد كابةاريد اروح لتركيا 😔
1,😂 كآبة و سوداوية من اغمق درجة
1,شو سبب هال كآبه
1,ليلة نكدة و رح أعيشكم كآبة اليوم
1,ابعتولي أغاني كآبة
1,اعوذ باله من انقباض القلب و كآبة الوقت
1,"الهِدوء ليس عُزلة 
العُزلة ليست كآبة 
و الإهتمام ليس فضول 
و الوحدة مع النفس ليست إنطوائية كل شخص له نكَهة"
1,شعور الملل وروتين مثل ماهو قاعد يسبب لي كأبه 😣
1,كأبه ونكد وبؤس وشويه حجات فوء بعض🦦
1,فيه حد راش كآبه ف الجو 🙄
1,نكمل كآبة مافي حل 😢
1,أشعر بكآبة ثقيلة تجثم على صدري كآبة توشك أن تكون نبوءة ﻻ تفسير لها و ﻻ تعليل
1,رمضان هالسنة كأبه استغفر الله
1,أوقات بتجيلي رغبة عارمة ف عدم التّواجد مَش كآبه ولا حاجة بس ال هو فالحظة دي أنا مش عايزة أكُون موجودة 
1,كآبة اول اسبوع وتعدي إن شاء الله
1,مب كأبه بس لانه ذا الصدق
1,السلام عليكم ممكن تسألهم لي امر بحالة كآبه كيف اقدر اتجاوزها احس إني مخنوقه ولا قادره أطلع منها 
1,يارب لاقلق ولا كآبه
1,حتى اني تأثرت وجتني كآبة حادة يا الله 🤧🔥😈
1,جاءت لي كآبة وسدة نفس لما عرفت الجامعة الي ناوين أدخلها😔
1,ملل و كأبه
1,محد مسبلي كآبة في حياتي غير هالجامعة الخرى
1,وربي مره زهق احس كآبه اليوم
1,تايه من شدة التفكير وضيقة الصدر صعبة علي الإنسان إحساس كأبة الله لايبلينا
1,فيني من المشاعر مايكفي ديره كأبه وضيقه وملل شديد
1,وع كأبه ماحصلت الي بالي ولا حتى شي حلو غيره 😒
1,أوفر كآبه وافكار تقتل اي حماسه
1,"مادري كيف أوصف الشعور الي فيني مادري هو حزن ولا كآبة ولا ضيق و لا شو بالضبط كل الي أعرفه انه يخنقني 💔 
حزن كآبة ضيق ضيقة"
1,صار معي كآبه وشي اشبه بالمرض النفسي والسبب الحالات الي تجيني بالخاص وانا مو طالع بيدي شي من قله الحيلة يارب ياكريم
1,😂 والله كأبه
1,شكلي وانا فيني كآبه الدنيا واحاول اعيش حياتي
1,جرعة كآبة
1,كآبه حسبي الله
1,ظاربتني كآبه مب طبيعيه حتى البيت ماطلع منه واذا طلعت اكون استنفذت طاقتي القصوى 😞
1,"و أشعر بكآبة ثقيلة تجثم على صدري كآبة توشك أن تكون نبوءة ﻻ تفسير لها و ﻻ تعليل 
 فترة أليمة"
1,تحس فيه غيمة كآبة مضللة على الكل فيه حاجة ناقصة ومحدش له نِفس لأى حاجة
1,كآبة 😩
1,مريت فشهور الله لايجعلكم تمروا فيها كآبه وضيق وحرمان وقهر بين أربع جدران ومن هم جزء فحياتي بعيدين جدا مني
1,وع فيني كأبه وسوداوية ما ادري وش السبب ودي أروح أركض بس بتشقني الشمس
1,كأبة المنظر
1,صداع غثيان كآبة
1,اول مره تحوشني كأبه هالحزه العاده مكبره المخده ونايمه
1,"هو ليه فيه روح كآبة في الجو كل الناس تعبانة و مرهقة و مضايقة
تحس العالم كله في حاجة غلط"
1,مش ناقصه كآبه
1,كآبة بلا سبب
1,اشتقت لكآبة الايام العادية تعبت من كآبة رمضان😂😭
1,يمه وش دا كآبة بدون سبب اول مرة احس نفس هالشعور
1,اعوذ بالله من كأبة رمضان هذا 💔
1,يارب تعدي هالأيام على خير فيني كآبه والجو كئيب اعوذ بالله 😞💔
1,فيني كآبة
1,يا رب وظيفة تنتشلني من كآبة اليوم الطويل و الروتين الممل 🥺
1,هيقول ارجع لو عشان سبتو مش ناقصة كآبة
1,والله كآبه 😭
1,الحياة توماتش كآبة ولا يتهيئ لي
1,كتنوين فتح في كلمة وداعًا سنظل نحمل كآبة الحياة إلى أن يركض عزرائيل نحونا
1,السواد الي تحت عيني مش مرض ده قلة راحة وملامحي المقفولة مش كره لناس دي فرط حزن وعصبيتي مش غباء ده ضغط
1,والله انا جتني كآبه وما كنت سعيده 💔
1,يوه كآبه الف
1,والله الواحد ما ناقصه كآبه
1,طب وعلى إيه بناقص كل واحد فيه الي مكفيه مش محتاج جرعات كآبة زيادة 🤚
1,اليوم اكسترا كآبه
1,المختبئ خلف كأبه الوحده
1,اعاني من مزاجيتي مو طبيعي من شوي رايق واشوف فيلم والحين احس ميت كآبه
1,لا تكفين مو ناقصين كأبه زياده💔
1,لا أمل وما من ضوء في نهاية النفق خربانة كآبة
1,الجو كئيب كآبه غير طبيعيه
1,تحس ان فيه غيمة كآبة مضلة على الكل محدش له نفس لأي حاجة
1,الجو مليان كأبة و زهق و قرف
1,كأبه
1,حريصٌ على ان لا يرى بي كآبةٌ
1,حزن حزن حزن كآبه موت
1,والله مدري مرات تجيك كآبه او ضوجه بدون سبب 🧘🏻‍♂️
1,نكد كآبة ملل زهق
1,"الدفعه كلها في خروجات ورحلات الا انا 
قاعد في البيت وخلاص مشفتش كأبه كدا 😔"
1,اف جي تجن وكيوتي احبها موىت طلعتني من كآبه كينقدوم
1,اخبار تعيسه وإجواء كآبه وقلق وضغط نفسي الواحد محتاج يغمض اعيونه ويحلم في مكان يرتاح له كافيه يحب يقعد فيه
1,ابي احس اني تخرجت ليش الحياه ركض ركض بدون اي احتفال او تكون كآبه مافي شي حلو تحس بطعمه
1,"الهم اني اعوذ بك من كآبة المنظر
هو الشماغ الي تقل كوبرا ولا الوجه ولا الحيه الغير مقلمه"
1,كآبه 😂
1,هيئول ارجع لو عشان سبتو مش نائصه كآبه
1,خزان كآبة وانفجر بعد الامتحانات 😬
1,هالاسبوع خلص وانا لا تمارين ولا اكل سنع وهذا الي زايدني كآبة اختي تقول الاحظك مجرد ما اشوفك مكتئبة اعرف انك ماتسوين تمارينك
1,"استولت علي كآبة غريبة بدا لي فجأة أني أنا الوحيد قد هجرني الناس جميعاً نعم كل الناس تخلوا عني 
 دوستوفيسكي"
1,زعلي مش كآبة ده تراكم الحزن
1,مره و كأبه
1,صدق صدق صدق وربي شيء غريب وزيدي فوقها كآبة نفاس 😘
1,والله كآبه
1,هالأيام برد مرة ومطر وأجواء المطر صايرة تسبب لي كآبة مدري شفيني يمة يلعن ام الضيقة
1,والأكثر كآبة تصنّع الشغف والحماس والحياة وروح التفاؤل وأنت محطم وباهت فقط لكي لا تُعرّى روحك
1,كآبة حزن ضيق
1,كآبه🌝
1,مرحله كأبه 
1,يا كآبة في قلبي لا إله إلا اله
1,والله دكتوري زعلان يقول عدلي نومك نامي قبل ١٢ عشان ترتب أمورك مستحيه اعلمه اني خربطت نومي أكثر وصرت اكتر كآبه
1,أصل الواقع كله كآبة وتشاؤم فلما نيجى نقول كلام واقعى ولا منطقى تلاقى الكآبة والتشاؤم طفحوا ع الحوار
1,تحس فيه غيمة كآبة مضلة على الكل فيه حاجه ناقصة ومحدش ليه نِفس لأى حاجه 💔
1,انا ليه هي الفترة صاير عندي كمية كآبة مش طبيعية
1,كأبة فول🚀
1,قد تَعترِيكَ مِنَ الحياةِ كآبةٌ تُذْكِي الأَسَى وتَشُلُّ نَبْضَ الخافِقِ فتَوَدُّ لو تَبكي وما مِن أدمُعٍ
1,يع هذا الوقت صح انه مريح وكويس لكن تجيك فيه كأبه مو طبيعيه يوميا يوميا
1,كأبه حياتي شذا
1,"فإن تَسأَلني كَيفَ أنتَ فإنَّني
صَبورٌ على رَيبِ الزّمانِ صَعيب
حَرِيصٌ على أن لا يُرى بي كَآبة
فَيشمتَ عادٍ"
1,كأبه💔
1,اتوقع احد راش كآبه في الجو قاعد احس زيك
1,كآبه وحزن
1,"فعلاً
وفي الشتاء بعد كآبة مو طبيعية"
1,وحيد وقتلتهُ كآبة الغُربة فَهل مِن متسع ياكون
1,ياله ي بنات واله كآبة بكي ليش م نبي حسيت بكتمة من الحين😭
1,كآبه لمدة شهر
1,نفسك والله هو ملل هو كأبه شي غريب
1,الدُنيا عبست في وجهي كثيرًا ولا أريدها أن تعبس أكثر لقد عانيتُ ما عانيت من نزلات الحُزن المُزمنة ولا أحتاج إلى كآبةٍ أكثر من ذلك
1,ركبتني كأبه من قعده الحوش 😩
1,الواحد بيحاول يخرج نفسه من آي مود كآبه بس لأسف كل الي حواليا بيحاول يدخلني ف دا مود بيكرهني ف نفسي وف عيشتي
1,احس عندي طاقة كآبة مي طبيعية
1,"منزعج من تبرير نفسي ل غيري
كل شي ابيه يروح منّي وانا ابيه 

 انقذوني من كآبة سريري 
الي يروح اليوم كلّه وانا فيه"
1,كورونا عبارة عن غيمة كآبة غطت على الكل
1,مُش ناقصه كآبه
1,كآبة و نكد
1,مهو شي غريب ف فتره الكل يمر فيها وخاصة ذا الوقت تجيك كابه غير طبيعية مالك نفس لاي شي حتى الشخص نفسه يوسوس
1,🙂💔 كآبه
1,يالله تدرين الحين قاعده ألوم نفسي شلون داومت رمضان ليتي اجازه بدون راتب راضيه حزن غلقه كمية كآبه أحس إني أموت
1,فوق ذا كآبه بعد
1,مرت عليّ ريحة كآبه
1,نفسيتي الى الطريق المنحدره بسب الحظر و الله كآبة مليون خلاص فكونا نبا نطلع 💔
1,السنين من بعد ٢٠١٥ كلها شبه بعضها حزن و كآبة 😂
1,كآبه الفتره ذي
1,مش ناقصة كآبة علي الله حكايتكو
1,ايوه صراحه بيجيلي كابه
1,في مود كآبة منتشر له فترة ماله علاقة بضغوطات
1,كآبة في كل مكان والحمدلله اليوم بدأ الحظر الشامل وينتهي لإجازة العيد حضرتهم تاركين الحبل ع الغارب
1,الصداع النصفي عدوي الدود والله ماودي اروح لدكتور يكتب لي العلاج مره ثانيه مجرد الالتزام فيه يجيب كآبة
1,سحابة كآبة بتشتي فوق البيت عندنا
1, كآبة الأيام المتكره دفعتني إلى ذلك
1,حاجة بقت اخر كآبة والله يا اخى
1,الواحد محتاج يعد نفسه انه فعلا يعيش لوحده يعنى قرار انك تعيش لوحدك ده مش سهل كده لازم تهيئ نفسك علشان متأثرش
1,ما تدري هي كآبة او واقعية او نضج
1,اذا طلعت كآبة الايام الي راحت مب بسبة الاختبارات 
1,احد يجي يسولف ينسيني كآبة المنظر
1,والله الوضع كآبه
1,يمه كآبة
1,الفولورز مسبين لي توتر وانا كابة حياتي الشخصية كلها هنا لو في قاتل متسلسل ناوي علي بيلقاني بسرعة والله
1,انا اشتقت لاولاد اختي و دخلت في موجة كآبة شديدة
1,كرف طول اليَوم و تعب و شقى و بالنهايه فوق كأبه هاليوم يحصل شي يزيد خياس هاليوم خياس
1,ياضيقة الصدر روحي 😢كآبة اكتمال القمر
1,حاولت افصل يوم عيد ميلادي عن السنه كلها عشان حسيت اني ڜبعت كآبه و وجع و تفكير و سده نفس حسيت اني قلبي كبر و عجز 
1,وأنا مثلك أجمّع الأمل كلما استنفدتني كآبة وتأرجحت في خافقي قَدَمُ السكينة أنا مثلك أهشّ حرائق الأمس علّها تغادر 
1,كأبه 😭
1,هي كآبة وليست مجرّد كتابة
1,"في بعادك أمتلى صوتي تجاعيد
وزاد قلبي من الفرقى كأبه"
1,جتني كآبة من دحين
1,كآبه ولكن هانت 🥲
1,مره مره تجيني لحظه كساد وملل غريبه بكل مخلطه ب كآبه 😑
1,"في كل يوم يصير العالم في عيني أكثر كآبة ألوانه تلطخ بألوان قاتمة بلا روح الحياة هنا لوحة رديئة الأدوات والجودة والخامات
سيدعبدالحميد"
1,الحجر والحياة عن بعد سبت لي كآبه
1,ياربي يا كآبة الصيف من الحين طاقه فيني
1,لمسة كأبه
1,مابتسحر واله هذي الفترة كاره كل شي قول فيني كآبه هيك شي
1,ماحبيت حياة اليل دي جابتلي كآبه 🥺💔
1,"او ما يبقى
بس روح شو بدي في
 اعذرني بس المود على كآبة"
1,حتى السيجارة بطلت تغطي كآبة اليل☹
1,كآبه هذه اليلة تقف في مجرى تنفسي
1,الجو مرشوش فيه كآبه بطعم النكد
1,طاقه كآبه وخمول بدايه تعب وصداع
1,محاربة ذبحات صدرية فجائية مع توالي آخبار سيئة جداً يسبب لي كآبة لا توصف ومجرد العيش في ظل هذا الوباء وفي بلدي بخصوص
1,في قمه زعلي وحزني وقارفه التايم كآبه وحزن وشوف ده داخل يقولي ايه
1,بقيت بحس انى بتنفس كآبه وخوف وقلق مبيعديش 5 دقايق غير اما احس بخنقه لا إرادى كدا 🤦🏻‍♀️ المود↙️↙️↙️↙️↙️↙️↙️↙️
1,كآبه وملل حزن
1,يمه كآبه
1,الاسود مش كآبة الاسود اسلوب حياة 🖤
1,أكثر كلمة سمعتها من بدينا إمتحانات لسّه هي ضعفانة أوكي هي بالعادة الكلمة تفرّحني بس هالمرّة هذا الضعف من ورا الكآبه
1,كآبه كآبه كآبه
1,عندي نفس كآبه 🙈 محد يهتم 
1,لا الأجواء فيها كآبة 😪
1,بسم اله نبدأ حملة كآبه جديدة
1,طب علي فكره بقي البس الاسود مش كآبه
1,اعاني كآبة مخاوف من الحياة أفكار انتحار
1,خلصت الاختبارات ولحين فيني كآبه طلعت المشكله فيني مو بالاختبارات
1,السنة كآبه مدري شبيها
1,و أعوذ بك من كآبه الشعور
1,💀 كآبه لا نهائيه
1,💔😿كآبه
1,لم يبقِ مني الحب غير كآبة
1,حر امتحانات اورال رمضان صخام المرضى و العيادات كآبة عالية الجودة
1,كآبه وسواد الجو يشبه الاختبار
1,يارب خذني من كومة هالوجع ومن كآبة هالأيام وساعدني أتجاوز هالضيق بلطفك
1,اهلاً كآبه
1,هذا المرض يفتك بعقلي أيهما هي أنا الكئيبة المتخاذلة أم السعيدة سُحقًا لي 
1,خلصنا كأبة وتفكير نام بقي
1,الف شعور بين حزن و وحده كأبه خنقه وضيقة تعاسه وفراغ ولامبالاة وانعدام شعور انتهاء رغبة الف شعور وانا شخص واحد كيف بتحمل كل ذا لحالي
1,ولم يُبْقِ منّي الحبُّ غيرَ كآبَةٍ وحُزْنٍ وتبريحٍ وفرْطِ سَقام
1,الجو كآبة
1,اتمنى يصير شي يطلعني من كآبه هالأيام احس كلي طاقة سلبيه تعبت
1,صدق وربي كآبه من كل مكان😩
1,كآبه وحزن💔🙂
1,كآبة وتعب الاختبارات مهلكه
1,لست على م يرام اشعر ب كآبه وارق هدوء ملل تفكيرانفاس مضطربة دقات قلب حزينة مزاج معكر تفتقد طعم الأيام ترتدي وجها بائس
1,يمه محسبت فيني كابه لدرجه ذي
1,كمية كآبة توا فيا مش طبيعية ياربي 
1,الي اسواء الاماكن كأبه العزلة 💔
1,تحطمت احلام نفسه كأبه
1,كآبة شوال ولا كآبة رمضان 😖
1,كآبة بس بجد
1,كآبة كل يوم بدأت🖤
1,قنبله كآبة جاية فى الطريق 😂
1,اشتقت لنفسي قبل سنوات الحين اكرهني كلّي كآبه و سلبية واحياناً اني اكره الكل ايش الي خلاني اتغير
1,كمية كأبه
1,فول حزن فول كآبة
1,انا اول في كأبة بس نكد انت 😂
1,الجو فيه شحنة كآبة مش طبيعية
1,اي والله السوق يجيب كآبه ☹️
1,كآبه وضيقة صدر
1,كأبه و وحده قاتله😣
1,أول مرة احس كآبة برمضان 🤦‍♀️
